,classification,vocab,pos,def
3782,附　錄,nineteenth,名詞,十九分之一；第十九
3783,附　錄,ninetieth,形容詞,第九十的；九十分之一的
3783,附　錄,ninetieth,名詞,九十分之一；第九十
3784,附　錄,ninety,形容詞,九十的
3784,附　錄,ninety,名詞,九十
3785,附　錄,ninth,形容詞,第九的；九分之一的
3785,附　錄,ninth,名詞,九分之一；第九
3786,第一級,no,形容詞,沒有;不
3786,第一級,no,副詞,不
3786,第一級,no,名詞,不;沒有;拒絕;反對票
3787,第四級,noble,形容詞,崇高的;宏偉的
3787,第四級,noble,名詞,貴族
3788,第一級,nobody,名詞,無名小子
3788,第一級,nobody,代名詞,無人
3789,第一級,nobody's,縮短形,nobody is
3789,第一級,nobody's,縮短形,nobody has
3790,第二級,nod,動詞,點頭
3790,第二級,nod,名詞,點頭
3791,第一級,noise,名詞,噪音
3792,第一級,noisy,形容詞,喧鬧的
3793,第五級,nominate,動詞,提名;任命
3794,第五級,nomination,名詞,提名;任命
3795,第五級,nominee,名詞,被提名人
3796,第二級,none,副詞,"毫不,決不"
3796,第二級,none,代名詞,毫無;無一(人或物)
3797,第五級,nonprofit,形容詞,非營利的
3798,第四級,nonsense,名詞,胡說;胡鬧
3799,第二級,noodle,名詞,麵
3800,第一級,noon,名詞,中午
3801,第一級,nope,副詞,(否定的答話)不是;沒有;不可以
3802,第二級,nor,連接詞,亦不
3803,第五級,norm,名詞,基準;規範;定額
3804,第三級,normal,形容詞,"正常的,正規的"
3805,第一級,north,形容詞,北方的
3805,第一級,north,副詞,向北方
3805,第一級,north,名詞,北方
3806,附　錄,North America,片語,北美洲
3807,第二級,northern,形容詞,北方的;向北方的
3808,第一級,nose,名詞,鼻子
3809,第六級,nostril,名詞,鼻孔
3810,第一級,not,副詞,不
3811,第六級,notable,形容詞,值得注意的;顯著的
3811,第六級,notable,名詞,名人;顯要人物
3812,第一級,note,動詞,注意;記下
3812,第一級,note,名詞,筆記;音符;記錄;便條
3813,第二級,notebook,名詞,筆記本
3814,第一級,nothing,名詞,無事;無物;沒什麼
3814,第一級,nothing,代名詞,無事;無物
3815,第一級,notice,動詞,注意到;通知
3815,第一級,notice,名詞,注意;通知
3816,第五級,noticeable,形容詞,顯而易見的;顯著的
3817,第五級,notify,動詞,通知;公佈
3818,第五級,notion,名詞,概念;想法;打算
3819,第六級,notorious,形容詞,惡名昭彰的
3820,附　錄,noun,名詞,名詞
3821,第六級,nourish,動詞,養育;滋養
3822,第六級,nourishment,名詞,"食物,營養品;養育,滋養"
3823,附　錄,Nov.,縮寫,十一月 (November)
3824,第二級,novel,形容詞,"新的,新穎的,新奇的"
3824,第二級,novel,名詞,小說
3825,第三級,novelist,名詞,小說家
3826,附　錄,November,名詞,十一月
3827,第六級,novice,名詞,新手;初學者
3828,第一級,now,副詞,現在
3828,第一級,now,名詞,"現在,目前,此刻"
3829,第四級,nowadays,副詞,"現今,時下"
3830,第五級,nowhere,副詞,任何地方都不
3830,第五級,nowhere,代名詞,沒有地方;無處
3831,第四級,nuclear,形容詞,原子能的;細胞核的
3832,第六級,nucleus,名詞,(原子)核;細胞核;核心
3833,第六級,nude,形容詞,裸的;與生俱有的
3833,第六級,nude,名詞,裸體畫像;裸體
3834,第一級,number,動詞,"編號,總數達到,共計"
3834,第一級,number,名詞,號碼;數字
3835,第四級,numerous,形容詞,"許多的,很多的"
3836,第三級,nun,名詞,修女;尼姑
3837,第一級,nurse,動詞,"看護,護理;給...餵奶;培育;當奶媽"
3837,第一級,nurse,名詞,護士
3838,第四級,nursery,名詞,托兒所;苗圃
3839,第六級,nurture,動詞,養育;培育
3839,第六級,nurture,名詞,營養物;養育;培育
3840,第二級,nut,名詞,核果
3841,第五級,nutrient,形容詞,"營養的,滋養的"
3841,第五級,nutrient,名詞,"營養物,滋養物"
3842,第五級,nutrition,名詞,"營養,滋養"
3843,第四級,nutritious,形容詞,有營養的
3844,第一級,O.K.,形容詞,可以的;不錯的;很好的
3844,第一級,O.K.,動詞,尚可;挺好;批准
3844,第一級,O.K.,副詞,尚可;挺好;對吧
3844,第一級,O.K.,名詞,"認可,批准"
3845,第三級,oak,名詞,橡樹
3846,第六級,oasis,名詞,(沙漠中的)綠洲
3847,第六級,oath,名詞,誓言;宣誓
3848,第六級,oatmeal,名詞,燕麥片;燕麥粥
3849,第四級,obedience,名詞,服從;順從
3850,第四級,obedient,形容詞,"服從的,順從的"
3851,第二級,obey,動詞,服從
3852,第二級,object,動詞,反對
3852,第二級,object,名詞,物件
3853,第四級,objection,名詞,反對;異議
3854,第四級,objective,形容詞,客觀的
3854,第四級,objective,名詞,"目的,目標"
3855,第五級,obligation,名詞,(道義上或法律上的)義務
3856,第六級,oblige,動詞,使不得不;迫使;施恩於
3857,第五級,obscure,形容詞,暗的;模糊的;偏僻的;微賤的
3857,第五級,obscure,動詞,使變暗;遮掩;使難理解
3858,第四級,observation,名詞,觀察;觀測
3859,第三級,observe,動詞,看到;觀察
3860,第五級,observer,名詞,觀察員;奉行者
3861,第六級,obsess,動詞,迷住;使著迷;纏住
3862,第四級,obstacle,名詞,障礙(物);妨礙
3863,第六級,obstinate,形容詞,頑固的;頑強的
3864,第四級,obtain,動詞,"得到,獲得"
3865,第二級,obvious,形容詞,明顯的;顯著的
3866,第三級,occasion,名詞,"場合,時刻"
3867,第四級,occasional,形容詞,"偶爾的,非經常的"
3868,第四級,occupation,名詞,"工作,職業;佔領;佔用"
3869,第四級,occupy,動詞,"佔領,佔據"
3870,第二級,occur,動詞,發生;出現
3871,第六級,occurrence,名詞,發生;出現;事件
3872,第二級,ocean,名詞,海洋
3873,第一級,o'clock,副詞,...點鐘
3874,附　錄,Oct.,縮寫,十月 (October)
3875,附　錄,October,名詞,十月
3876,第六級,octopus,名詞,章魚
3877,第三級,odd,形容詞,"奇特的,古怪的;單數的"
3878,第五級,odds,名詞,機會;可能性;投注賠率;不和
3879,第六級,odor,名詞,氣味
3880,第一級,of,介系詞,…的，屬於
3881,第一級,off,形容詞,離去的;偏離的;休假的;關著的
3881,第一級,off,副詞,脫下
3881,第一級,off,介系詞,離去
3882,第四級,offend,動詞,冒犯;觸怒
3883,第四級,offense,名詞,"進攻,攻擊;冒犯;觸怒"
3884,第四級,offensive,形容詞,"冒犯的,唐突的"
3885,第二級,offer,動詞,提供
3885,第二級,offer,名詞,"提供,提議;出價;報價"
3886,第五級,offering,名詞,提供;供奉;捐獻物;供物;課程
3887,第一級,office,名詞,辦公室
3888,第一級,officer,名詞,軍官;官員
3889,第二級,official,形容詞,"官方的,法定的"
3889,第二級,official,名詞,"官員,公務員"
3890,第六級,offshore,形容詞,近海的;離岸的;國外的
3891,第六級,offspring,名詞,子女;子孫;後代
3892,第一級,often,副詞,常常
3893,第一級,oil,動詞,給...加潤滑油;賄賂
3893,第一級,oil,名詞,油
3894,第一級,OK,形容詞,好吧
3894,第一級,OK,動詞,尚可;挺好;批准
3894,第一級,OK,副詞,尚可;挺好;對吧
3894,第一級,OK,名詞,"認可,批准"
3895,第一級,okay,形容詞,對;可以;不錯
3895,第一級,okay,動詞,"對,很好地;批准,認可"
3895,第一級,okay,副詞,"對,很好地;不錯"
3895,第一級,okay,名詞,同意;批准
3896,第一級,old,形容詞,年老的
3897,第五級,olive,形容詞,橄欖的;橄欖色的
3897,第五級,olive,名詞,橄欖;橄欖色
3898,第三級,omit,動詞,略過
3899,第一級,on,副詞,繼續;向前;開著;;在進行中
3899,第一級,on,介系詞,在…上面
3900,第一級,once,副詞,一次
3900,第一級,once,連接詞,"一旦,一經...便"
3900,第一級,once,名詞,"一次,一回"
3901,附　錄,one,形容詞,一個的
3901,附　錄,one,名詞,一;一個人;一件事物
3902,第三級,ongoing,形容詞,前進的;進行的;不間斷的
3903,第三級,onion,名詞,洋蔥
3904,第一級,online,形容詞,線上的
3905,第一級,only,形容詞,唯一的，僅有的；最好的
3905,第一級,only,副詞,"只,僅僅,才;不料;反而"
3905,第一級,only,連接詞,"可是,不過;要不是,若非"
3906,第三級,onto,介系詞,到...之上;向...之上
3907,第一級,open,形容詞,打開的;空曠的;未定的;營業的;公開的
3907,第一級,open,動詞,打開
3908,第四級,opera,名詞,歌劇
3909,第二級,operate,動詞,運作;運轉;動手術
3910,第三級,operation,名詞,手術;操作
3911,第五級,operational,形容詞,操作上的;經營上的
3912,第六級,operative,形容詞,有效的;操作的;手術的
3913,第二級,operator,名詞,接線生;運算符號
3914,第二級,opinion,名詞,意見
3915,第五級,opponent,名詞,"對手;敵手,反對者"
3916,第三級,opportunity,名詞,機會;良機
3917,第四級,oppose,動詞,反對
3918,第三級,opposite,形容詞,"相反的,對立的"
3918,第三級,opposite,副詞,"在對面,與…相對"
3918,第三級,opposite,介系詞,在...對面
3918,第三級,opposite,名詞,對立物
3919,第五級,opposition,名詞,反對;反抗
3920,第六級,oppress,動詞,壓迫;壓制
3921,第六級,oppression,名詞,壓迫;壓制
3922,第五級,opt,動詞,選擇
3923,第五級,optimism,名詞,樂觀;樂觀主義
3924,第三級,optimistic,形容詞,樂觀的
3925,第四級,option,名詞,選擇;選擇權
3926,第五級,optional,形容詞,隨意的;非必須的
3927,第一級,or,連接詞,或
3928,第三級,oral,形容詞,"口頭的,口述的;口部的"
3928,第三級,oral,名詞,口試
3929,第一級,orange,形容詞,橙色的
3929,第一級,orange,名詞,柳橙;橙色
3930,第四級,orbit,動詞,繞軌道運行
3930,第四級,orbit,名詞,運行軌道
3931,第五級,orchard,名詞,果樹園;果樹林
3932,第四級,orchestra,名詞,管弦樂隊
3933,第六級,ordeal,名詞,嚴峻考驗;折磨
3934,第一級,order,動詞,點菜;訂購
3934,第一級,order,名詞,定單
3935,第六級,orderly,形容詞,整齊的;有條理的
3935,第六級,orderly,名詞,"勤務員,護理員"
3936,附　錄,Ordinal Numbers,片語,序數
3937,第二級,ordinary,形容詞,平常的
3938,第二級,organ,名詞,器官
3939,第三級,organic,形容詞,有機的
3940,第五級,organism,名詞,生物;有機體
3941,第二級,organization,名詞,組織
3942,第三級,organize,動詞,使有條理;安排
3943,第六級,organizer,名詞,組織者;萬用記事本
3944,第六級,orient,動詞,使...朝東;定方位;使熟悉情況
3944,第六級,orient,名詞,亞洲國家(尤指東亞)
3945,第六級,oriental,形容詞,(珍珠等)光輝奪目的;優質的
3945,第六級,oriental,名詞,東方人;亞洲人
3946,第四級,orientation,名詞,定位;定向;新生訓練
3947,第二級,origin,名詞,起源;由來
3948,第三級,original,形容詞,"最初的,本來的;原始的"
3948,第三級,original,名詞,原著;原畫;原版
3949,第五級,originality,名詞,創造力;獨創性;創見;創舉
3950,第六級,originate,動詞,發源;來自
3951,第六級,ornament,動詞,裝飾;美化
3951,第六級,ornament,名詞,裝飾品;裝飾
3952,第四級,orphan,動詞,使成孤兒
3952,第四級,orphan,名詞,孤兒
3953,第六級,orphanage,名詞,孤兒院;孤兒身分
3954,第六級,orthodox,形容詞,正統的;傳統的
3955,第一級,other,形容詞,其他的
3955,第一級,other,代名詞,其他的人或物
3956,第四級,otherwise,副詞,"除此以外;否則,不然"
3957,第六級,ounce,名詞,"盎司,英兩"
3958,第一級,our,代名詞,我們的 (所有格)
3959,第一級,ours,代名詞,(所有格) 我們的(東西)
3960,第一級,ourselves,代名詞,(反身代名詞)   我們自己
3961,第一級,out,形容詞,在外的
3961,第一級,out,動詞,出現;問世;顯露
3961,第一級,out,副詞,在外地
3961,第一級,out,介系詞,通過...而出
3961,第一級,out,名詞,託辭;(棒球等)出局
3962,第六級,outbreak,名詞,爆發;暴動
3963,第四級,outcome,名詞,結果;結局
3964,第三級,outdoor,形容詞,"戶外的,露天的,野外的"
3965,第三級,outdoors,副詞,"在戶外,在野外,在露天;往戶外"
3966,第三級,outer,形容詞,"外面的,外表的"
3967,第五級,outfit,動詞,裝備;配備;供給
3967,第五級,outfit,名詞,全套(工具、衣物等)
3968,第六級,outgoing,形容詞,直率的;往外的;即將離職的;友善的
3969,第六級,outing,名詞,遠足;郊遊
3970,第六級,outlaw,動詞,宣佈...為不合法;禁止
3970,第六級,outlaw,名詞,罪犯;亡命之徒
3971,第五級,outlet,名詞,出口;出路;商店
3972,第三級,outline,動詞,"概述,略述"
3972,第三級,outline,名詞,外形;輪廓
3973,第六級,outlook,名詞,觀點;展望;風光;瞭望
3974,第六級,outnumber,動詞,數量上超過
3975,第五級,output,動詞,生產;使出;輸出
3975,第五級,output,名詞,出產;生產;產量
3976,第六級,outrage,動詞,激起義憤;激怒;施暴行
3976,第六級,outrage,名詞,暴行;不法行為;凌辱;義憤
3977,第六級,outrageous,形容詞,可恥的;無法無天的;令人吃驚的
3978,第六級,outright,形容詞,全部的;直率的;公開的
3978,第六級,outright,副詞,全部地;無保留地;公然
3979,第六級,outset,名詞,最初;開始;開端
3980,第一級,outside,形容詞,"外邊的,外部的"
3980,第一級,outside,副詞,外面地
3980,第一級,outside,介系詞,在外
3980,第一級,outside,名詞,"外面,外部;外側;外表"
3981,第五級,outsider,名詞,外人;門外漢;局外人
3982,第六級,outskirts,名詞,(複數)郊外;郊區
3983,第四級,outstanding,形容詞,傑出的;未償付的
3984,第六級,outward,形容詞,向外的;往外去的
3984,第六級,outward,副詞,"向外;出海,出港"
3985,第六級,outwards,副詞,"向外;出海,出港;顯而易見地"
3986,第四級,oval,形容詞,卵形的;橢圓形的
3986,第四級,oval,名詞,卵形(物)
3987,第三級,oven,名詞,烤箱
3988,第一級,over,副詞,"在上方;越過;過分,太;再一次"
3988,第一級,over,介系詞,在…之上
3989,第五級,overall,形容詞,"總的,全部的,全面的"
3989,第五級,overall,副詞,總的來說;大體上
3989,第五級,overall,名詞,工作褲;工作服;防護服
3990,第四級,overcoat,名詞,"外套,大衣"
3991,第四級,overcome,動詞,戰勝;克服
3992,第六級,overdo,動詞,把...做得過分;使過於疲勞
3993,第六級,overflow,動詞,滿(或多)得溢出
3993,第六級,overflow,名詞,溢出;過剩;泛濫
3994,第五級,overhead,形容詞,在上頭的;高架的
3994,第五級,overhead,副詞,在頭頂上;在上頭;高高地
3994,第五級,overhead,名詞,經常費用;天花板
3995,第六級,overhear,動詞,無意中聽到;偷聽
3996,第六級,overlap,動詞,與...部分重疊
3996,第六級,overlap,名詞,重疊
3997,第四級,overlook,動詞,眺望;俯瞰
3998,第四級,overnight,形容詞,通宵;整夜
3998,第四級,overnight,副詞,一整夜的
3999,第三級,overseas,形容詞,國外的
3999,第三級,overseas,副詞,在海外
4000,第五級,oversee,動詞,監視;監督;俯瞰
4001,第五級,overtake,動詞,追上;趕上;超過
4002,第四級,overthrow,動詞,打倒;推翻;廢除
4003,第五級,overturn,動詞,使翻轉;翻倒;推翻
4003,第五級,overturn,名詞,"翻轉,傾覆;周轉,流通"
4004,第五級,overwhelm,動詞,壓倒;征服;使受不了
4005,第六級,overwork,動詞,使工作過度;使過勞;過度使用
4005,第六級,overwork,名詞,過於繁重的工作;過勞
4006,第三級,owe,動詞,欠(債等);應給予;應該做
4007,第三級,owl,名詞,貓頭鷹
4008,第一級,own,形容詞,自己的
4008,第一級,own,動詞,擁有
4009,第二級,owner,名詞,物主
4010,第三級,ownership,名詞,物主身分;所有權
4011,第三級,ox,名詞,公牛
4012,第四級,oxygen,名詞,氧;氧氣
4013,第六級,oyster,名詞,牡蠣;沈默寡言的人
4014,第六級,ozone,名詞,臭氧
4015,第一級,p.m.,副詞,下午
4016,第四級,pace,動詞,踱步於
4016,第四級,pace,名詞,步速;速度;進度
4017,附　錄,Pacific Ocean,片語,太平洋 (the) Pacific Ocean 
4018,第一級,pack,動詞,包裝
4018,第一級,pack,名詞,一小包
